id,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
1435,71, Self-emp-not-inc,141742, HS-grad,9, Widowed, Farming-fishing, Unmarried, White, Male,1731,0,5, United-States
1436,58, Private,100303, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States
1437,58, Private,100303, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
1438,39, ?,142804, HS-grad,9, Divorced, ?, Unmarried, White, Female,0,0,16, United-States
1439,20, Private,139989, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States
1440,30, Private,159589, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,50, United-States
1441,50, Private,132465, 1st-4th,2, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,40, Mexico
1442,25, ?,296228, Some-college,10, Never-married, ?, Unmarried, Other, Female,0,0,42, United-States
1443,35, Self-emp-not-inc,210830, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States
1444,28, Local-gov,273051, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States
1445,50, Private,98975, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,40, United-States
1446,38, Self-emp-inc,125645, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
1447,34, Self-emp-not-inc,196512, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,2472,35, United-States
1448,29, Private,217424, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States
1449,58, Self-emp-inc,229116, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States
1450,25, Private,471768, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Female,0,0,32, United-States
1451,31, Private,119033, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States
1452,43, Self-emp-inc,303211, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States
1453,33, Self-emp-not-inc,109509, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States
1454,26, Local-gov,143583, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
1455,55, Private,451603, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States
1456,71, Private,150943, Bachelors,13, Widowed, Exec-managerial, Other-relative, White, Female,0,0,40, United-States
1457,77, Self-emp-not-inc,161552, Preschool,1, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States
1458,38, Private,247547, Assoc-voc,11, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States
1459,22, Private,537222, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,25, United-States
1460,46, Private,41223, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
1461,38, Local-gov,196673, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,55, United-States
1462,46, Self-emp-not-inc,130779, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States
1463,63, Federal-gov,334418, 1st-4th,2, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Puerto-Rico
1464,21, Private,226668, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States
1465,30, Private,180317, Assoc-voc,11, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
1466,54, Private,74660, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, Canada
1467,27, Self-emp-not-inc,132686, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
1468,21, State-gov,82497, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States
1469,43, Private,245525, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,38, United-States
1470,28, Private,203784, Preschool,1, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,38, Mexico
1471,20, ?,41356, Assoc-voc,11, Never-married, ?, Not-in-family, White, Female,0,0,40, United-States
1472,52, Private,198362, Bachelors,13, Never-married, Sales, Other-relative, White, Female,0,0,25, United-States
1473,26, Private,235520, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
1474,42, Self-emp-not-inc,83953, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States
1475,38, Private,187711, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States
1476,29, Private,193932, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States
1477,30, Private,399088, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States
1478,28, Federal-gov,366533, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
1479,21, ?,278130, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States
1480,48, Self-emp-not-inc,90042, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,49, United-States
1481,37, Private,126954, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
1482,63, Private,165611, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States
1483,34, Local-gov,176802, 11th,7, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States
1484,46, Local-gov,326292, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
1485,52, State-gov,295826, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,1876,50, United-States
1486,61, Private,93997, Bachelors,13, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States
1487,18, ?,201871, 12th,8, Never-married, ?, Own-child, White, Male,0,0,7, United-States
1488,50, Self-emp-not-inc,118058, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,55, United-States
1489,38, Self-emp-inc,320811, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
1490,38, Private,52263, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States
1491,50, Private,338836, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,36, United-States
1492,37, Private,173963, 11th,7, Separated, Sales, Unmarried, Black, Female,0,0,40, United-States
1493,25, Private,399117, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico
1494,62, Private,176965, 7th-8th,4, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
1495,64, Self-emp-not-inc,275034, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States
1496,43, Private,132633, Some-college,10, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,40, ?
1497,43, Private,141327, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States
1498,38, Private,111128, Some-college,10, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States
1499,29, Private,211331, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Mexico
1500,26, Private,316337, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States
1501,23, Private,32732, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States
1502,26, Private,252563, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
1503,50, Federal-gov,169078, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,4386,0,40, United-States
1504,23, Private,345734, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States
1505,51, Private,217480, Some-college,10, Separated, Adm-clerical, Not-in-family, Black, Male,8614,0,40, United-States
1506,45, Self-emp-not-inc,144086, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
1507,43, Self-emp-not-inc,147230, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
1508,32, Private,154950, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
1509,31, Private,33731, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States
1510,23, Private,161092, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States
1511,21, Private,117583, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
1512,77, Self-emp-not-inc,176690, 9th,5, Widowed, Other-service, Not-in-family, White, Female,0,0,40, England
1513,42, Self-emp-not-inc,114580, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,0,0,70, United-States
1514,47, Private,29438, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,70, United-States
1515,37, Private,248919, 1st-4th,2, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,66, Mexico
1516,49, Private,101320, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,1564,40, Canada
1517,22, Private,208946, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, ?
1518,69, Private,29087, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,6, United-States
1519,59, ?,179078, HS-grad,9, Widowed, ?, Unmarried, Black, Female,0,0,40, United-States
1520,34, Private,137616, 9th,5, Never-married, Sales, Unmarried, Black, Female,0,0,35, United-States
1521,27, Private,279580, Masters,14, Never-married, Sales, Not-in-family, White, Male,0,0,42, Mexico
1522,20, Private,88676, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States
1523,71, ?,161027, Masters,14, Married-civ-spouse, ?, Husband, White, Male,0,0,8, United-States
1524,19, Private,181652, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,24, United-States
1525,36, Private,185848, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
1526,73, Self-emp-not-inc,110102, HS-grad,9, Widowed, Farming-fishing, Not-in-family, White, Male,0,1668,77, United-States
1527,51, Private,29036, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
1528,41, State-gov,186990, Prof-school,15, Widowed, Prof-specialty, Not-in-family, Other, Female,0,0,52, United-States
1529,74, Private,68326, Assoc-voc,11, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States
1530,40, Local-gov,329341, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States
1531,32, Private,303692, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
1532,23, Private,179241, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
1533,60, ?,116746, 10th,6, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States
1534,26, Private,362617, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States
1535,38, Private,99783, Assoc-voc,11, Married-civ-spouse, Other-service, Wife, White, Female,0,1902,40, United-States
1536,23, Local-gov,238384, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
1537,42, Private,144594, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
1538,39, Private,323385, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States
1539,22, State-gov,160369, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States
1540,21, Private,145917, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States
1541,48, Private,329144, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States
1542,48, Private,187563, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States
1543,25, Local-gov,336320, Bachelors,13, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States
1544,34, Local-gov,283921, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
1545,41, Private,281725, 5th-6th,3, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Mexico
1546,32, Private,147921, Prof-school,15, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States
1547,55, Federal-gov,54566, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
1548,19, ?,383715, Some-college,10, Never-married, ?, Not-in-family, White, Female,0,0,25, United-States
1549,59, Local-gov,75785, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
1550,20, Private,438321, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States
1551,36, ?,320183, 11th,7, Never-married, ?, Own-child, Black, Male,0,0,24, United-States
1552,64, Self-emp-not-inc,30310, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States
1553,18, Private,27620, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States
1554,49, Private,165539, HS-grad,9, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,35, United-States
1555,50, Private,33931, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
1556,35, Private,215419, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States
1557,28, Private,37302, HS-grad,9, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, United-States
1558,42, Self-emp-not-inc,54651, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba
1559,30, ?,331237, HS-grad,9, Separated, ?, Own-child, Black, Female,0,0,20, United-States
1560,25, Private,211392, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,48, United-States
1561,42, Private,165309, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States
1562,34, Private,154120, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States
1563,49, Private,111558, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1977,25, United-States
1564,56, Self-emp-not-inc,52822, Bachelors,13, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,30, United-States
1565,20, Private,228306, HS-grad,9, Never-married, Tech-support, Own-child, White, Female,0,0,32, United-States
1566,50, Private,165001, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
1567,23, Private,308498, 10th,6, Never-married, Craft-repair, Own-child, White, Male,0,0,18, United-States
1568,32, Private,68330, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,40, United-States
1569,30, Private,235738, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States
1570,33, Private,109282, 7th-8th,4, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
1571,40, Private,100451, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
1572,45, Private,247379, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
1573,37, Private,117528, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
1574,34, Private,35743, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
1575,18, Private,130849, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,17, United-States
1576,50, Private,69345, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,44, United-States
1577,58, Private,186106, 7th-8th,4, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States
1578,60, Private,156774, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States
1579,29, ?,227026, HS-grad,9, Never-married, ?, Unmarried, Black, Male,0,0,40, United-States
1580,29, Private,134813, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
1581,35, Private,73471, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
1582,29, Private,159109, 11th,7, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States
1583,32, Private,154120, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Trinadad&Tobago
1584,64, Private,77884, Assoc-voc,11, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines
1585,36, Private,112576, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
1586,38, Federal-gov,122240, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,55, United-States
1587,37, Private,20308, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States
1588,37, State-gov,122493, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,55, United-States
1589,63, Private,156120, 5th-6th,3, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,50, ?
1590,38, Private,222573, HS-grad,9, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States
1591,73, Local-gov,249043, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, Cuba
1592,29, Private,184806, Assoc-acdm,12, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States
1593,43, Private,115178, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,43, United-States
1594,32, Private,49539, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,3674,0,40, United-States
1595,33, Private,51185, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
1596,54, Private,226497, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
1597,28, Private,248404, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States
1598,28, Private,228346, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
1599,29, Private,162298, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States
1600,23, Private,34431, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States
1601,70, Self-emp-inc,217801, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States
1602,39, Private,85783, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,28, United-States
1603,43, Private,120277, Some-college,10, Divorced, Sales, Unmarried, White, Male,0,0,55, United-States
1604,26, Private,263444, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Male,14344,0,40, United-States
1605,60, Private,186000, 10th,6, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States
1606,18, Private,182545, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States
1607,29, Private,70100, HS-grad,9, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Portugal
1608,21, ?,214731, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States
1609,24, Private,403107, 5th-6th,3, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Mexico
1610,39, Private,85566, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
1611,57, Private,62539, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,1876,38, United-States
1612,45, Private,50162, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
1613,53, Private,380086, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,48, United-States
1614,42, Federal-gov,208470, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
1615,25, Local-gov,187792, Some-college,10, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States
1616,48, Private,365516, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States
1617,36, Private,189703, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States
1618,31, Private,160594, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,50, United-States
1619,51, Self-emp-not-inc,275924, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, Mexico
1620,46, Self-emp-not-inc,346783, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,35, Cuba
1621,29, Private,324505, Some-college,10, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States
1622,65, ?,173309, 7th-8th,4, Widowed, ?, Not-in-family, White, Female,401,0,12, United-States
1623,44, State-gov,128586, Bachelors,13, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States
1624,28, Private,192932, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
1625,32, Private,123430, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States
1626,52, Private,42902, 9th,5, Separated, Other-service, Not-in-family, Black, Male,0,0,40, United-States
1627,19, Private,186682, HS-grad,9, Never-married, Other-service, Unmarried, Black, Male,0,0,40, United-States
1628,30, Private,191777, 12th,8, Never-married, Other-service, Own-child, Black, Female,0,0,20, ?
1629,41, Private,126845, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
1630,51, ?,243631, HS-grad,9, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,2105,0,20, South
1631,26, Private,161007, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
1632,19, Private,89734, Some-college,10, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Male,0,0,42, United-States
1633,57, Private,41680, Some-college,10, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, United-States
1634,24, Private,194630, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States
1635,33, Self-emp-not-inc,79303, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States
1636,39, Private,144638, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States
1637,46, Private,107425, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States
1638,46, Self-emp-not-inc,315984, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
1639,43, Private,119297, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
1640,23, Private,52753, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States
1641,52, Private,254680, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,99, United-States
1642,20, Private,267706, HS-grad,9, Never-married, Sales, Unmarried, White, Female,0,0,38, United-States
1643,47, Local-gov,55237, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,44, United-States
1644,33, Private,121966, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, United-States
1645,23, Private,224217, 11th,7, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Puerto-Rico
1646,45, Self-emp-not-inc,29019, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,55, United-States
1647,68, Self-emp-not-inc,35468, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States
1648,31, Private,230912, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,55, United-States
1649,63, Private,106141, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
1650,47, Self-emp-not-inc,178319, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,42, United-States
1651,36, Private,398931, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States
1652,35, Private,51700, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States
1653,67, Private,113323, Masters,14, Divorced, Adm-clerical, Unmarried, White, Male,0,0,41, United-States
1654,43, Self-emp-inc,27444, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, United-States
1655,30, Local-gov,94041, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,3325,0,35, United-States
1656,27, Private,420351, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States
1657,62, Self-emp-not-inc,142139, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States
1658,29, Private,212091, Some-college,10, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States
1659,57, Federal-gov,250873, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
1660,22, Private,289982, 11th,7, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States
1661,29, Self-emp-not-inc,109621, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
1662,20, Private,246635, Some-college,10, Never-married, Sales, Own-child, White, Female,2597,0,20, United-States
1663,50, Local-gov,82783, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States
1664,34, Self-emp-inc,156192, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
1665,23, Private,423453, HS-grad,9, Never-married, Sales, Own-child, Black, Female,0,0,16, United-States
1666,49, Self-emp-not-inc,39140, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States
1667,53, Private,176185, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
1668,34, Private,73928, 10th,6, Separated, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,4, United-States
1669,22, Local-gov,117789, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States
1670,36, Private,234901, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
1671,36, State-gov,235779, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
1672,56, Private,100285, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States
1673,45, Private,154174, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
1674,41, Private,29927, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States
1675,71, Self-emp-not-inc,401203, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,34, United-States
1676,25, State-gov,222800, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
1677,18, Private,427437, HS-grad,9, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States
1678,33, Private,117963, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,55, United-States
1679,41, Private,187336, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
1680,60, State-gov,165792, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,8, United-States
1681,32, Private,303942, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States
1682,66, State-gov,148380, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,1424,0,10, United-States
1683,37, Private,178877, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States
1684,17, Private,166360, 10th,6, Never-married, Craft-repair, Own-child, White, Female,0,0,30, United-States
1685,56, Private,159544, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
1686,41, Private,242804, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
